ZCTA5CE10,INTPTLAT10,INTPTLON10,STUSPS
"20833","+39.2071747","-077.0546701",MD
"20837","+39.1165060","-077.4071150",MD
"21523","+39.4813310","-079.0785096",MD
"21524","+39.7076251","-078.8014058",MD
"21529","+39.7039417","-078.7671714",MD
"21530","+39.6796402","-078.5461225",MD
"21531","+39.6430455","-079.4280863",MD
"21532","+39.6490768","-078.9847322",MD
"21536","+39.6569596","-079.1655658",MD
"21538","+39.4099317","-079.2242900",MD
"21539","+39.5991249","-079.0830784",MD
"21540","+39.4781530","-079.0624542",MD
"21541","+39.5414708","-079.3800281",MD
"21542","+39.5960953","-078.9499870",MD
"21543","+39.6537968","-078.9588565",MD
"21545","+39.7040661","-078.8545206",MD
"23024","+37.9277524","-077.7792737",VA
"23025","+37.4151604","-076.3624159",VA
"23027","+37.6464764","-078.1301745",VA
"23030","+37.3459584","-077.0553137",VA
"23032","+37.6557823","-076.6692154",VA
"23035","+37.4893379","-076.3908660",VA
"23038","+37.7534641","-078.1487887",VA
"23039","+37.6565651","-077.8124650",VA
"23040","+37.5032175","-078.2478788",VA
"23043","+37.5620832","-076.3502760",VA
"20838","+39.2178051","-077.3907291",MD
"20839","+39.1883060","-077.4349709",MD
"20841","+39.1918529","-077.3275214",MD
"20842","+39.1998791","-077.4152660",MD
"20850","+39.0909235","-077.1821877",MD
"20851","+39.0790559","-077.1218181",MD
"23045","+37.4253479","-076.2688078",VA
"23047","+37.8433837","-077.4739166",VA
"23050","+37.4979437","-076.4263249",VA
"23055","+37.7682138","-078.2170106",VA
"23056","+37.3564804","-076.3626111",VA
"23059","+37.7022520","-077.5739948",VA
"24054","+36.6678047","-079.7069763",VA
"20852","+39.0515111","-077.1239735",MD
"20853","+39.1017470","-077.0946025",MD
"20854","+39.0327720","-077.2208298",MD
"20855","+39.1331841","-077.1343833",MD
"20860","+39.1423737","-077.0254167",MD
"20861","+39.1486833","-076.9990960",MD
"20862","+39.1807996","-077.0173953",MD
"20866","+39.1092797","-076.9339476",MD
"20868","+39.1265031","-076.9637956",MD
"20871","+39.2613410","-077.2825473",MD
"20872","+39.2944650","-077.2161249",MD
"20874","+39.1330557","-077.3018279",MD
"20876","+39.2083835","-077.2371818",MD
"20877","+39.1406014","-077.1920601",MD
"20878","+39.1126374","-077.2504363",MD
"20879","+39.1672978","-077.1641467",MD
"20880","+39.1397385","-077.1736019",MD
"20882","+39.2396325","-077.1610429",MD
"20886","+39.1698693","-077.2249628",MD
"23060","+37.6596637","-077.5338267",VA
"23061","+37.4277306","-076.5375835",VA
"20895","+39.0270479","-077.0775897",MD
"20896","+39.0353809","-077.0924575",MD
"20899","+39.1437124","-077.2161345",MD
"20901","+39.0214946","-077.0097789",MD
"20902","+39.0437553","-077.0423690",MD
"20903","+39.0214333","-076.9807743",MD
"20904","+39.0666160","-076.9809353",MD
"23608","+37.1478130","-076.5430360",VA
"20905","+39.1098657","-076.9880769",MD
"20906","+39.0873210","-077.0571590",MD
